n,country,code,region,ims_2005,ims_2010,ims_2015,nmi_2012,nmi_2017,swm_2015,swm_2019,lngdppc_2005,lngdppc_2010,lngdppc_2015,lngdppc_2016,lngdppc_2017,lngdppc_2018,lngdppc_2019,geduc_2005,geduc_2010,geduc_2015,geduc_2016,geduc_2017,geduc_2018,geduc_2019,unem_2005,unem_2010,unem_2015,unem_2016,unem_2017,unem_2018,unem_2019,edb_2019,timebuss_2005,timebuss_2010,timebuss_2015,timebuss_2016,timebuss_2017,timebuss_2018,timebuss_2019,gef_2005,gef_2010,gef_2015,gef_2016,gef_2017,gef_2018,gef_2019,psa_2005,psa_2010,psa_2015,psa_2016,psa_2017,psa_2018,psa_2019,req_2005,req_2010,req_2015,req_2016,req_2017,req_2018,req_2019,rlw_2005,rlw_2010,rlw_2015,rlw_2016,rlw_2017,rlw_2018,rlw_2019,vacc_2005,vacc_2010,vacc_2015,vacc_2016,vacc_2017,vacc_2018,vacc_2019,cci_2005,cci_2010,cci_2015,cci_2016,cci_2017,cci_2018,cci_2019,efi_2005,efi_2010,efi_2015,efi_2016,efi_2017,efi_2018,efi_2019,ecfif_2005,ecfif_2010,ecfif_2015,ecfif_2016,ecfif_2017,ecfif_2018,pw,ind,msc,una,lto,idu,inmp_lower05,inmp_raise05,inmp_lower09,inmp_raise09,inmp_lower15,inmp_raise15,retp_yes15,pop_2005,lgpop_2005,pop_2010,lgpop_2010,pop_2014,pop_2015,lgpop_2015,pop_2017,pop_2018,pop_2019,p1564_2005,p1564_2010,p1564_2015,p1564_2016,p1564_2017,p1564_2018,p1564_2019,namerica,easia,ecasia,africame,sasia,ssafrica,asia,europe,africa,pacific,langpr,langfr,infl_2005,infl_2010,infl_2012,infl_2013,infl_2014,infl_2015,infl_2016,infl_2017,infl_2018,infl_2019,islam,unaff,hinduism,relgothers,govfcexp_2015,govfcexp_2016,govfcexp_2017,govfcexp_2018,govfcexp_2019,currenthexp_2015,currenthexp_2016,currenthexp_2017,currenthexp_2018,democracy_2005,demcr_high05,democracy_2010,demcr_high10,democracy_2015,demcr_high15,hief_2005,hief_2010,hief_2013,agedem_2015,mwg_2010,ppp_2005,ppp_2006,ppp_2007,ppp_2008,ppp_2009,ppp_2010,ppp_2011,ppp_2012,ppp_2013,ppp_2014,ppp_2015,ppp_2016,ppp_2017,ppp_2018,ppp_2019,more_demreg,oilrent_2005,oilrent_2010,oilrent_2015,refugpop05,refugpop10,refugpop15,lgrefug_2005,lgrefug_2010,lgrefug_2015,gexp_imf05,gexp_imf10,gexp_imf15,vulemp_2005,vulemp_2010,vulemp_2015,primenr_2005,primenr_2010,primenr_2015,seconer_2005,seconer_2010,seconer_2015,tertenr_2005,tertenr_2010,tertenr_2015,natresour_05,natresour_10,natresour_15,natdis_2005,natdis_2010,natdis_2015,cpi_2015,cpi_2018,life_expb05,life_expb10,life_expb15,rcatexp_sg05,rcatexp_sg10,rcatexp_sg15,contrprev_05,contrprev_10,contrprev_15,ginirank,ginival,tour_arr2005,tour_arr2010,tour_arr2015,richoil_2015,remrec_2015
203,Uganda,UGA,Sub-Saharan Africa,2.328501474,1.5962875,1.920126168,-299994,843469,46.6,40.6,7.299832787,7.52902093,7.627588268,7.637764099,7.637649077,7.660237079,7.690498564,NA,1.741510034,2.340490103,2.155359983,2.272049904,2.130520105,NA,1.899999976,3.624000072,1.858999968,1.858999968,1.789999962,1.748999953,1.843000054,116,36,26,27,26,24,24,24,-0.5569747,-0.5250553,-0.4846786,-0.5712523,-0.5775861,-0.6060399,-0.5852001,-1.417637,-1.000558,-0.8045017,-0.7153227,-0.5715618,-0.6932233,-0.6457884,-0.2744117,-0.1725371,-0.2619876,-0.2131466,-0.2224542,-0.2512031,-0.3742244,-0.5808566,-0.3979646,-0.3902235,-0.2511764,-0.2958432,-0.2948378,-0.3146112,-0.597284,-0.5183923,-0.5670019,-0.6466277,-0.5871384,-0.6650828,-0.6238396,-0.8235874,-0.9175547,-1.051651,-1.056744,-1.042836,-1.038054,-1.165626,62.9,62.2,59.7,59.3,60.9,62,59.7,6.99,7.43,7.41,7.4,7.56,7.55,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1,27684585,17.13638632,34559168,17.29453795,36912148,38225453,17.45901216,41162465,42723139,44269594,48.35780995,49.03623446,50.12964268,50.42476808,50.75975692,51.1284879,51.53743447,0,0,0,0,0,1,0,0,1,0,0.053,56,8.448726423,3.976552885,12.67873624,4.902714419,3.074677606,5.410004196,5.445758784,5.640931922,2.623975052,2.86909425,0,0,0,0,8.993149656,7.383651489,8.00943503,8.639926556,8.820223818,6.78750038,6.54710674,6.48715639,6.52623558,-1,0,-1,0,-1,0,88.4,88.3,88.3,0,7.09,490.987,517.391,545.755,619.532,722.01,729.115,856.168,1003.277,1042.081,1073.747,1125.471,1211.94,1270.608,1301.799,1308.973,0,0,0,0,257252,135799,477187,12.45781143,11.81893113,13.07566373,14.471,15.424,15.306,83.76000023,79.02000046,74.81000137,122.9311905,121.9823074,102.6483994,NA,NA,NA,NA,4.063210011,NA,14.15074085,8.170235198,11.28777804,0,388.0000192,0,25,26,51.676,57.099,61.373,77.5,66.4,73.1,19.7,NA,34.3,44,42.8,13.05622357,13.75999785,14.08017986,0,2.797551101
204,Ukraine,UKR,Europe & Central Asia,10.79232444,10.55647586,10.78646116,132154,50001,73.6,73.2,9.301784751,9.374015297,9.32697381,9.353109788,9.381864144,9.420439437,9.458003991,6.06441021,NA,NA,5.00977993,5.412260056,NA,NA,7.179999828,8.100000381,9.140000343,9.140000343,9.510000229,8.798999786,8.881999969,64,35,28,8,6.5,6.5,6.5,6.5,-0.6397141,-0.784709,-0.5235834,-0.5722786,-0.4575811,-0.4152199,-0.2965825,-0.2860265,0.0131317,-1.9618,-1.85648,-1.870233,-1.858748,-1.52387,-0.5354064,-0.5159054,-0.5947011,-0.4295344,-0.3213024,-0.2965778,-0.2586701,-0.7788848,-0.8076395,-0.8135505,-0.7662937,-0.7114291,-0.7177447,-0.6983514,-0.2853248,-0.0840042,-0.0867992,0.0017648,0.0145459,-0.0124108,0.0552378,-0.7218982,-1.027054,-0.979916,-0.8141002,-0.7839575,-0.8737929,-0.7095972,55.8,46.4,46.9,46.8,48.1,51.9,52.3,5.8,5.9,5.36,5.84,5.86,6.06,92,25,27,95,86,14,0,0,0,0,0,1,1,47105171,17.66789334,45593342,17.64133802,45272156,45154036,17.62559022,44831135,44622518,44385155,69.48865973,70.1665637,69.06664959,68.67125428,68.21581664,67.75290039,67.35529124,0,0,1,0,0,0,0,1,0,0,NA,1,13.56957649,9.372931051,0.568727972,-0.238948626,12.07185629,48.69986464,13.9127102,14.43832275,10.95185594,7.886717456,0,0,0,0,18.92414752,18.60204321,20.66505981,20.77003401,19.91592034,7.77607775,7.54541159,7.43332434,7.72391653,6,1,6,1,4,1,39.3,37.9,37,25,303.26,1.346,1.501,1.795,2.273,2.54,2.854,3.192,3.297,3.013,3.435,4.566,5.014,5.916,6.669,7.085,1,0.778460264,0.55912291,0.297611367,2334,3016,3261,7.755338813,8.011686729,8.089789176,44.194,49.15,43.043,17.11999938,17.88000077,14.71000004,106.4425201,98.8184433,NA,95.59757233,95.57578278,NA,70.30892181,80.17552948,NA,6.395002994,9.044101912,4.093136002,0,6,9.944134283,27,32,67.95682927,70.26536585,71.1895122,26.2,11.7,21.9,65.6,NA,NA,159,25,16.68516927,16.86965324,16.33546255,0,9.308920889
206,United Kingdom,GBR,Europe & Central Asia,9.842476032,12.12529508,13.20097825,1300231,1303250,77.4,79.4,10.66147894,10.64767042,10.71107303,10.72249419,10.73444445,10.74170328,10.75061137,4.939139843,5.703239918,5.556159973,5.426700115,5.442090034,NA,NA,4.75,7.787000179,5.301000118,5.301000118,4.335000038,3.996000051,3.851000071,8,11.5,11.5,4.5,4.5,4.5,4.5,4.5,1.766596,1.568379,1.743745,1.601618,1.414133,1.341884,1.435909,0.1267411,0.4118182,0.5177479,0.3604541,0.3315471,0.0421562,0.5191886,1.614293,1.732978,1.845658,1.760709,1.714478,1.777938,1.625853,1.569473,1.764103,1.81306,1.691507,1.679469,1.637675,1.600911,1.443956,1.289994,1.297837,1.295399,1.333097,1.385117,1.263675,1.901079,1.604827,1.876371,1.898977,1.843364,1.826838,1.774812,79.2,76.5,75.8,76.4,76.4,78,78.9,8.35,8.05,8.16,8.15,8.16,8.08,35,89,66,35,51,69,0,0,0,0,1,0,0,60401206,17.91651963,63700215,17.9549299,64602298,65116219,17.99168422,66058859,66460344,66834405,65.98665631,65.93477087,64.46994818,64.25192612,64.07385559,63.92605226,63.79560384,0,0,1,0,0,0,0,1,0,0,0.053,56,2.08913649,2.492654725,2.573234797,2.291666667,1.451120163,0.368046842,1.008417368,2.557755776,2.292839903,1.738104601,0,0,0,0,19.49375449,19.11931922,18.66453441,18.47825681,18.83822381,9.90435219,9.86671162,9.82511234,9.99696255,10,1,10,1,10,1,37.2,38.9,39.9,131,1228.39,0.694,0.692,0.691,0.698,0.704,0.706,0.706,0.702,0.695,0.698,0.692,0.689,0.682,0.68,0.681,1,0.697838731,0.74114731,0.240220164,303163,238133,123051,12.62202589,12.38058462,11.72035418,38.444,44.805,40.275,10.06000027,11.34000045,12.55000028,106.3861694,104.5549088,101.9252701,105.4219666,102.9046783,124.5240021,58.96609879,58.92335129,56.45848846,0.862175247,0.979082392,0.342047967,18.11050046,3.000000096,4.000000019,81,80,79.04878049,80.40243902,80.95609756,NA,NA,0.1,82,NA,NA,NA,NA,17.14910696,17.15819567,17.35461309,0,0.170846441
207,United States,USA,North America,13.25668312,14.25848364,14.49065352,4961716,4774029,77.2,76.2,10.90403407,10.90336794,10.97694584,10.98602485,11.00313634,11.02676595,11.04340795,NA,NA,NA,NA,NA,NA,NA,5.083000183,9.633000374,5.28000021,5.28000021,4.355000019,3.895999908,3.681999922,6,NA,NA,5.6,5.6,5.6,5.6,4.2,1.536153,1.557596,1.463522,1.476793,1.554298,1.576998,1.489182,-0.0586535,0.4384039,0.6780624,0.4023029,0.3355527,0.4740649,0.2979858,1.607815,1.446141,1.256155,1.497076,1.628115,1.621254,1.345358,1.539517,1.638103,1.596108,1.617996,1.644761,1.513504,1.461094,1.294524,1.133606,1.109821,1.110259,1.050724,1.04504,0.965248,1.545693,1.271479,1.396935,1.373532,1.381257,1.328681,1.215326,79.9,78,76.2,75.4,75.1,75.7,76.8,8.49,8.12,8.27,8.32,8.34,8.22,40,91,62,46,26,68,0,0,0,0,0,0,0,295516599,19.50423557,313830990,19.54989228,318301008,320635163,19.58581447,324985539,326687501,328239523,66.80715428,66.81342659,66.1333887,65.94297877,65.72210602,65.48330596,65.24107673,1,0,0,0,0,0,0,0,0,0,0.053,56,3.392746845,1.640043442,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,0,0,0,0,14.30820461,14.21779648,14.05120294,14.04891425,13.97389268,16.71075249,17.04898262,17.00361443,16.88529778,10,1,10,1,10,1,47.4,50.7,52.7,216,1256.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.327942324,0.317967081,0.008301462,379330,264510,273198,12.84616182,12.48563434,12.51795209,33.931,39.91,35.152,4.559999794,4.389999941,4.080000229,101.8740234,100.3334732,100.2999115,95.0524826,94.84593964,97.65254974,80.63482666,92.62194824,88.88941193,1.224796157,0.917193075,0.274171912,2818.039546,204.2300233,279.9221541,76,71,77.48780488,78.54146341,78.6902439,0.9,0.7,0.7,NA,76.4,NA,NA,NA,17.71152613,17.91002177,18.16533678,0,0.036093864
208,Uruguay,URY,Latin America & Caribbean,2.475276701,2.260036854,2.092316749,-30000,-15000,48,51.7,9.503731271,9.782048297,9.932482755,9.945692813,9.967628151,9.980024128,9.978644284,2.714750051,NA,NA,4.75909996,4.840300083,5.047589779,NA,12.00899982,7.157999992,7.487999916,7.487999916,7.889999866,8.336000443,8.730999947,101,45,64,6.5,6.5,6.5,6.5,6.5,0.4956834,0.6269566,0.5288608,0.5741805,0.4317831,0.5582148,0.6957388,0.7786088,0.824986,1.004238,1.06258,1.050551,1.041839,1.045503,0.3975147,0.394081,0.4245313,0.4894556,0.6573098,0.5127553,0.5094084,0.4711445,0.7385979,0.712418,0.6303942,0.5857227,0.5945194,0.6212631,0.8857377,1.146545,1.143404,1.163035,1.166267,1.214225,1.25694,1.074672,1.279333,1.316853,1.267499,1.292724,1.259947,1.246511,66.9,69.8,NA,NA,NA,NA,68.6,7.19,7.42,7.26,7.26,7.23,7.25,61,36,38,98,26,53,0,0,0,0,0,1,1,3321803,15.01601827,3378974,15.02723573,3400434,3412009,15.04281183,3436646,3449299,3461734,62.72671799,63.79608695,64.4317175,64.46690531,64.52274183,64.57749939,64.60068856,0,0,0,0,0,0,0,0,0,0,0.059,20,4.69927739,6.69870887,8.097765806,8.57513504,8.877353332,8.666269871,9.639413476,6.218093826,7.606533604,7.881988709,0,0,0,0,13.83580999,14.51852541,14.53591524,14.64008867,15.00295762,9.00821114,9.42438793,9.51635647,9.20269966,10,1,10,1,10,1,18.1,17.8,17.6,31,NA,11.049,11.425,12.174,12.9,13.794,14.304,15.274,16.938,18.173,19.473,21.105,22.454,23.294,24.011,25.399,0,0,0,0,114,181,292,4.736198448,5.198497031,5.676753802,28.664,29.893,30.93,24.6899991,23.65999913,23.15000069,114.1857529,112.8251419,111.0404816,101.2373962,101.1993484,112.1294785,45.33480072,51.23524094,59.6962204,0.756702404,2.032331644,1.741736584,1.000000026,0,1.999999916,74,70,75.826,76.75,77.369,14.5,7.8,2.7,78,NA,79.59072849,63,39.5,14.40773182,14.67120167,14.83544032,0,0.159397814
209,Uzbekistan,UZB,Europe & Central Asia,5.128202853,4.398555806,3.91690324,-66469,-44314,61.2,61.8,8.133063743,8.444949964,8.713863928,8.755632725,8.782446308,8.81810945,8.853480418,NA,NA,5.786379814,5.667729855,5.281340122,NA,NA,6.877999783,5.360000134,5.150000095,5.150000095,5.829999924,5.736000061,5.916999817,69,28,14,5.5,5.5,5,3,3,-1.207045,-0.7137851,-0.6718292,-0.57731,-0.5578815,-0.5470828,-0.514649,-1.959276,-0.7204381,-0.3730364,-0.2725707,-0.237844,-0.2870433,-0.2724334,-1.49414,-1.550278,-1.642438,-1.619923,-1.260567,-1.084991,-0.9932925,-1.462433,-1.415972,-1.111205,-1.106817,-1.107956,-1.07343,-1.048182,-1.930239,-2.085673,-1.95614,-1.886858,-1.796418,-1.615689,-1.605511,-1.226991,-1.297227,-1.261961,-1.168891,-1.159302,-1.068842,-1.053791,45.8,47.5,47,46,52.3,51.5,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,26167000,17.08000963,29774500,17.16760173,30757700,31298900,17.25909351,32388600,32956100,33580650,62.56135161,66.35721134,67.58650956,67.4698238,67.21691651,66.89480471,66.60697097,0,0,1,0,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,14.34039737,14.89370967,13.21752576,14.06113634,16.38434106,4.9875989,4.96638393,5.07679749,5.29149055,-9,0,-9,0,-9,0,36.5,33.2,31.3,0,NA,210.576,247.873,299.313,360.724,430.274,505.899,601.998,706.905,804.31,935.237,1058.678,1179.957,1432.907,1783.705,2089.474,0,5.235106107,1.683936609,0.55451918,43949,309,106,10.69078515,5.733341277,4.663439094,29.744,28.151,25.872,47.52000046,42.82000065,38.26000023,97.04586029,93.93174744,99.93193054,88.88987732,89.8712616,91.84593964,10.07478046,9.377269745,8.224089622,23.15509828,17.77164276,8.673074031,4.999999991,0.999999993,0,19,23,68.407,69.672,70.928,78.6,58.6,36.8,NA,NA,NA,100,35.3,12.39669301,13.79019275,NA,0,5.917328003
210,Vanuatu,VUT,East Asia & Pacific,1.337313433,1.265769216,1.204222904,1785,600,68.4,67.2,7.961394593,8.083293986,8.018883826,8.02675409,8.044512444,8.048299331,8.05611447,NA,NA,5.390810013,NA,4.533530235,NA,NA,4.590000153,4.625,4.566999912,4.566999912,4.44299984,4.368000031,4.385000229,107,47,47,35,18,18,18,18,-0.2873107,-0.2723125,-0.7836349,-0.8799161,-0.9010971,-0.4917117,-0.5464751,1.384696,1.27523,0.4784089,0.5131139,0.7011129,0.8338754,1.026295,0.2457585,-0.7501566,-0.3493441,-0.2931163,-0.3310862,-0.4632168,-0.4600436,0.5135381,0.2635792,0.1041215,0.338263,0.4879197,0.335492,0.1778533,0.1958481,0.4961333,0.5929779,0.664171,0.6938396,0.5368715,0.6633606,0.235829,0.2922294,-0.1168138,-0.0959523,0.0057809,-0.1629488,-0.258875,NA,56.4,61.1,60.8,67.4,69.5,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,209282,12.2514379,249499,12.37248075,263888,271130,12.51035369,285510,292680,299882,57.05507401,57.88045434,57.20318666,57.39948981,57.46383664,57.51161678,57.67335152,0,1,0,0,0,0,0,0,0,1,0.053,56,1.199200533,2.762694695,1.347403629,1.458933718,0.798863838,2.483268757,0.842069084,3.084526244,2.330963796,2.762520194,0,0,0,0,NA,NA,NA,NA,NA,4.15773726,2.84586453,2.76094961,3.37372637,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,102.144,102.984,105.778,111.358,113.069,114.692,115.827,114.117,115.13,115.311,119.355,120.297,122.979,123.948,124.91,0,0,0,0,NA,5,NA,NA,1.609437912,NA,18.295,27.117,43.074,74.20000029,69.51000166,69.13000154,117.699173,122.4828033,109.2918701,NA,59.53269958,54.20476913,NA,NA,NA,0.554777763,0.79665333,0.810132552,0,0,10.99999991,NA,46,68.35,69.123,69.869,NA,4,2.9,NA,NA,NA,78,37.6,11.03488966,11.48452599,11.40756495,0,13.71521456
211,"Venezuela, RB",VEN,Latin America & Caribbean,3.999243158,4.59201169,4.514736572,-431040,-3266243,72.6,72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66300011,7.111999989,7.440000057,7.440000057,7.302000046,7.217000008,8.800999641,188,143,141,186,230,230,230,230,-0.9306281,-1.111922,-1.219922,-1.285731,-1.398328,-1.581517,-1.658307,-1.245572,-1.256237,-0.9771809,-1.024604,-1.25186,-1.31525,-1.445485,-1.109686,-1.623488,-1.884915,-1.996754,-1.959076,-2.363919,-2.359116,-1.242444,-1.654282,-2.032368,-2.24108,-2.255286,-2.322118,-2.320054,-0.63735,-0.8705474,-1.091086,-1.135475,-1.209964,-1.414613,-1.409431,-1.028939,-1.22752,-1.391322,-1.353828,-1.364074,-1.470778,-1.50984,45.2,37.1,34.3,NA,NA,NA,25.9,4.83,3.79,2.84,2.76,2.72,3.34,81,12,73,76,16,100,0,0,0,0,0,0,1,26432447,17.09010287,29362449,17.16330505,30045134,30081829,17.21943186,29390409,28870195,28515829,63.34528922,64.52467199,65.25471573,65.13920772,65.0856982,65.0663628,64.98478442,0,0,0,0,0,0,0,0,0,0,0.059,20,NA,28.18746471,21.06899563,40.63942752,62.16864998,121.7380853,254.9485348,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,5.79743814,5.22611618,6.22255135,3.56269026,6,1,-3,0,4,1,51.1,51.7,52,0,508.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.76260557,9.850011433,NA,409,201544,173745,6.013715156,12.213763,12.06534399,33.53,31.099,30.314,31.59999919,33.19999832,34.13999832,104.1765594,102.7558212,100.9366684,74.59802246,82.71372986,91.02732086,NA,NA,NA,28.23856709,10.71463016,NA,43.99999994,58.99999935,0,17,18,72.852,73.134,72.584,22.3,14.5,10.1,NA,74.99124749,NA,24,46.9,13.46737052,13.17305649,13.5785216,NA,NA
212,Vietnam,VNM,East Asia & Pacific,0.061479398,0.069893114,0.077897131,-399999,-399999,76.3,76.2,8.276843819,8.534917434,8.770013638,8.819946494,8.875670925,8.934110464,8.992330937,NA,5.137219906,NA,4.344810009,NA,4.167449951,NA,2.137000084,1.113999963,2.125,2.125,2.052999973,1.993000031,2.013000011,70,41,36,20,24,22,17,16,-0.2346346,-0.2591378,0.0673999,0.0197048,0.0094425,-0.0034448,0.0390768,0.4819226,0.1484079,0.0699705,0.2335919,0.2884231,0.1134106,0.1318749,-0.5962995,-0.6165413,-0.4827265,-0.4537929,-0.39828,-0.347865,-0.2623483,-0.3248107,-0.591396,-0.339347,0.0753607,0.0694744,-0.00354,-0.0168988,-1.403045,-1.496983,-1.358865,-1.373433,-1.400064,-1.443773,-1.380526,-0.7242912,-0.6235763,-0.4261965,-0.4524708,-0.5831431,-0.4854065,-0.5138411,48.1,49.8,51.7,54,52.4,53.1,55.3,5.86,5.96,6.04,6.16,6.16,6.2,70,20,40,30,57,35,0,0,0,0,0,0,1,83832661,18.24433324,89802487,18.2924797,91714595,92677076,18.34463171,94596642,95540395,96462106,66.35334169,69.88284136,70.3118126,70.13834047,69.87142097,69.55234487,69.23249944,0,1,0,0,0,0,1,0,0,0,0.011,1,8.284572431,9.207466488,9.094703396,6.592674759,4.084554466,0.631200905,2.66824817,3.520256888,3.539628059,2.795823675,0,0,0,1,6.333263532,6.509513222,6.508302578,6.470056287,6.460634703,5.65262079,5.65919352,5.92534494,5.91789675,-7,0,-7,0,-7,0,NA,NA,NA,0,204.77,3677.91,3875.77,4137.857,4979.203,5248.676,5814.661,6915.335,7167.057,7369.895,7473.419,7413.456,7315.613,7395.338,7499.581,7530.2,0,9.323720538,4.461649245,1.515276886,2357,1928,NA,7.765144903,7.564238475,NA,20.625,23.721,24.174,71.65999794,62.70000076,57.76000023,97.72135162,105.7091675,109.8869934,NA,NA,NA,16.15992928,22.82085991,29.07345963,12.20430447,9.401405873,4.443219967,232.9999982,211.0000001,41.00000002,31,33,74.092,74.837,75.11,49.6,40.6,33.6,76.8,78,75.7,100,35.3,15.06168041,15.4348988,15.88792748,0,6.727347036
213,Virgin Islands (U.S.),VIR,Latin America & Caribbean,52.56384084,53.28345021,53.36387841,-4501,-2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.046999931,10.00300026,9.527000427,9.527000427,8.74600029,8.397999763,8.661999702,NA,NA,NA,NA,NA,NA,NA,NA,1.292862,1.261736,1.26729,1.328888,0.8358998,0.8301269,0.8158239,0.4504244,0.3390581,1.249272,0.9996701,1.001691,0.9831379,1.077228,1.113491,0.6446683,0.5426964,0.8714429,0.8418499,0.8238806,1.228176,1.11975,0.8533528,0.883742,0.6279191,0.6267441,1.119449,1.090258,1.15323,0.7674289,NA,NA,NA,NA,NA,0.7969421,0.8205228,0.6324804,0.640786,0.6439049,0.6317958,0.6249012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108454,11.5940814,108191,11.59319584,107884,107710,11.58719771,107268,106977,106631,67.03805407,65.77997304,62.21917338,61.76467783,61.36075073,60.99828047,60.63129913,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01000005,2.089999944,3.02000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.999996538,0,NA,NA,77.42195122,77.96585366,79.16829268,NA,NA,NA,NA,NA,NA,NA,NA,13.2946346,13.25689427,13.37234358,0,NA
214,West Bank and Gaza,PSE,Middle East & North Africa,7.448521593,6.341753548,5.473039752,-157065,-52816,NA,NA,8.490033375,8.596201484,8.707644379,8.770118222,8.764325247,8.75119123,8.735518802,NA,6.725470066,5.141359806,5.717730045,5.25233984,NA,NA,20.01600075,21.41600037,23.00499916,23.00499916,25.67700005,26.25600052,26.16900063,117,74.5,63.5,43.5,43.5,43.5,43.5,43.5,-1.055691,-0.3687704,-0.4738435,-0.6354337,-0.4019381,-0.7608902,-0.7440846,-1.409788,-1.973575,-2.160502,-1.976399,-1.659711,-1.805423,-1.942078,-1.055032,0.2146466,0.1028548,0.0646446,0.022683,0.0188407,0.0338156,-0.3360529,-0.2045977,-0.5058523,-0.3435345,-0.4156614,-0.4837712,-0.4854801,-0.6534969,-0.8235977,-0.9858359,-1.094825,-1.031357,-0.9015158,-1.008188,-0.4915588,-0.1102194,-0.4533325,-0.1494718,-0.0280469,-0.1954311,-0.2595741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320396,15.01559461,3979998,15.14686313,4173398,4270092,15.26714593,4454805,4569087,4685306,51.95637963,54.9525339,57.0805751,57.35764576,57.64318833,57.91933298,58.17692545,0,0,0,1,0,0,0,0,1,0,NA,NA,4.107250707,3.749157276,2.779087683,1.724399336,1.7329851,1.431611458,-0.219106605,0.212570934,-0.195107774,1.580183336,1,0,0,0,25.01001975,23.53265738,20.75086806,21.99107922,20.18090476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.156,2.19,2.06,2.065,2.288,2.434,2.405,2.36,2.337,2.177,2.136,2.149,2.036,1.981,2.002,0,0,0,0,1685851,1841769,2104001,14.33778104,14.42623708,14.55935133,NA,NA,NA,36.80000114,26.02999973,25.03000021,NA,NA,NA,89.64100647,85.73757935,85.83734894,40.92436981,47.83470154,45.2842598,0,0,0,0,0,4.000000012,NA,NA,72.028,72.788,73.442,NA,NA,NA,NA,52.5,NA,NA,NA,11.38509209,13.16542287,12.97618087,0,13.00715774
215,"Yemen, Rep.",YEM,Middle East & North Africa,0.834323975,1.211585873,1.282529228,-75010,-150000,64.1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.16699982,12.93200016,13.39500046,13.39500046,13.15200043,13.00199986,12.90999985,187,63.5,12.5,40.5,40.5,40.5,40.5,40.5,-0.9098221,-1.017816,-1.627101,-1.825059,-1.915434,-2.244354,-2.279422,-1.436715,-2.423716,-2.680222,-2.794877,-2.941943,-2.993311,-2.768294,-0.8316069,-0.6190434,-1.125278,-1.479931,-1.450046,-1.586586,-1.66393,-1.259267,-1.087339,-1.271078,-1.644989,-1.75308,-1.789885,-1.773346,-1.049739,-1.331269,-1.523454,-1.69023,-1.690233,-1.748698,-1.766007,-0.8853425,-1.189516,-1.474062,-1.663732,-1.592806,-1.638176,-1.681461,53.8,54.4,53.7,NA,NA,NA,NA,NA,6.33,6.29,6.4,6.11,5.51,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,20107409,16.81659891,24473178,16.95771504,25823485,26497889,17.09257563,27834821,28498687,29161922,51.27701436,54.66380161,56.51223764,56.81015472,57.14696762,57.50883997,57.8744844,0,0,0,1,0,0,1,0,0,0,0.045,19,11.81126394,11.17483386,9.885387145,10.96844215,8.104725836,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,4.88250208,NA,NA,NA,-2,0,-2,0,0,0,13.3,12.9,12.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42.30898413,22.16973168,1.920925819,81932,190088,267163,11.31364491,12.1552424,12.49561424,36.769,30.203,19.43,42.22000027,41.39999962,44.03000164,89.11940002,91.74582672,NA,46.44696045,44.08377075,NA,9.888460159,10.76455975,NA,42.37468003,23.46545043,2.354641622,86.99999991,22.00000001,31.99999996,18,14,63.481,65.549,66.085,NA,NA,NA,NA,NA,NA,85,36.7,12.72486644,13.84020317,12.81229935,NA,7.892699638
